membership_id,group_id,user_id,joined_date,left_date,role,share_percentage
MEM_000775,GRP_0155,USR_0860,2023-06-16,,member,0.1667
MEM_000776,GRP_0155,USR_0926,2023-06-18,,member,0.1667
MEM_000777,GRP_0155,USR_0371,2023-06-10,,member,0.1667
MEM_000778,GRP_0155,USR_0867,2023-05-29,,member,0.1667
MEM_000779,GRP_0155,USR_0383,2023-06-01,,member,0.1667
MEM_000780,GRP_0156,USR_0750,2018-03-24,,admin,0.3011
MEM_000781,GRP_0156,USR_0089,2018-03-28,,member,0.1044
MEM_000782,GRP_0156,USR_0269,2018-03-25,,member,0.0758
MEM_000783,GRP_0156,USR_0265,2018-04-01,2019-01-13,member,0.2772
MEM_000784,GRP_0157,USR_0634,2019-03-09,,admin,0.25
MEM_000785,GRP_0157,USR_0870,2019-03-06,,member,0.25
MEM_000786,GRP_0157,USR_0177,2019-03-08,,member,0.25
MEM_000787,GRP_0157,USR_0721,2019-03-22,,member,0.25
MEM_000788,GRP_0158,USR_0821,2019-03-07,,admin,0.25
MEM_000789,GRP_0158,USR_0417,2019-03-12,2019-07-05,member,0.25
MEM_000790,GRP_0158,USR_0195,2019-03-23,,member,0.25
MEM_000791,GRP_0158,USR_0806,2019-03-05,,member,0.25
MEM_000792,GRP_0159,USR_0169,2025-06-25,,admin,0.1667
MEM_000793,GRP_0159,USR_0636,2025-07-09,,member,0.1667
MEM_000794,GRP_0159,USR_0512,2025-06-21,,member,0.1667
MEM_000795,GRP_0159,USR_0158,2025-06-22,,member,0.1667
MEM_000796,GRP_0159,USR_0717,2025-07-10,,member,0.1667
MEM_000797,GRP_0159,USR_0308,2025-07-07,,member,0.1667
MEM_000798,GRP_0160,USR_0547,2020-04-19,,admin,0.1667
MEM_000799,GRP_0160,USR_0519,2020-05-10,,member,0.1667
MEM_000800,GRP_0160,USR_0488,2020-05-03,,member,0.1667
MEM_000801,GRP_0160,USR_0112,2020-05-03,,member,0.1667
MEM_000802,GRP_0160,USR_0246,2020-05-18,,member,0.1667
MEM_000803,GRP_0160,USR_0607,2020-05-08,,member,0.1667
MEM_000804,GRP_0161,USR_0946,2023-03-05,,admin,0.1159
MEM_000805,GRP_0161,USR_0418,2023-02-20,,member,0.1711
MEM_000806,GRP_0161,USR_0801,2023-03-01,,member,0.1484
MEM_000807,GRP_0161,USR_0140,2023-02-06,,member,0.0524
MEM_000808,GRP_0161,USR_0310,2023-02-26,,member,0.1023
MEM_000809,GRP_0161,USR_0461,2023-02-11,,member,0.1667
MEM_000810,GRP_0161,USR_0714,2023-02-26,,member,0.2978
MEM_000811,GRP_0162,USR_0974,2022-07-27,,admin,0.2
MEM_000812,GRP_0162,USR_0691,2022-07-31,,member,0.2
MEM_000813,GRP_0162,USR_0408,2022-07-25,,member,0.2
MEM_000814,GRP_0162,USR_0358,2022-07-16,,member,0.2
MEM_000815,GRP_0162,USR_0171,2022-07-13,,member,0.2
MEM_000816,GRP_0163,USR_0477,2019-01-08,2020-01-10,admin,0.25
MEM_000817,GRP_0163,USR_0552,2019-01-11,,member,0.25
MEM_000818,GRP_0163,USR_0790,2019-01-12,2019-11-27,member,0.25
MEM_000819,GRP_0163,USR_0563,2019-01-17,,member,0.25
MEM_000820,GRP_0164,USR_0249,2021-09-06,,admin,0.2
MEM_000821,GRP_0164,USR_0832,2021-09-08,2022-09-22,member,0.2
MEM_000822,GRP_0164,USR_0817,2021-09-05,2022-08-08,member,0.2
MEM_000823,GRP_0164,USR_0831,2021-09-19,2023-05-25,member,0.2
MEM_000824,GRP_0164,USR_0431,2021-09-02,,member,0.2
MEM_000825,GRP_0165,USR_0141,2020-06-13,,admin,0.0566
MEM_000826,GRP_0165,USR_0669,2020-06-15,,member,0.33
MEM_000827,GRP_0165,USR_0532,2020-06-12,,member,0.0556
MEM_000828,GRP_0165,USR_0208,2020-06-25,,member,0.3863
MEM_000829,GRP_0165,USR_0922,2020-06-23,,member,0.3818
MEM_000830,GRP_0166,USR_0925,2016-04-28,,admin,0.3013
MEM_000831,GRP_0166,USR_0872,2016-05-15,2019-08-27,member,0.3429
MEM_000832,GRP_0166,USR_0298,2016-05-05,2021-12-31,member,0.3785
MEM_000833,GRP_0166,USR_0786,2016-04-21,,member,0.1349
MEM_000834,GRP_0166,USR_0402,2016-05-07,,member,0.1796
MEM_000835,GRP_0166,USR_0982,2016-04-18,,member,0.3102
MEM_000836,GRP_0167,USR_0296,2020-08-17,2020-11-29,admin,0.1667
MEM_000837,GRP_0167,USR_0717,2020-08-28,,member,0.1667
MEM_000838,GRP_0167,USR_0241,2020-09-02,,member,0.1667
MEM_000839,GRP_0167,USR_0298,2020-08-27,2021-04-08,member,0.1667
MEM_000840,GRP_0167,USR_0154,2020-09-09,2021-02-28,member,0.1667
MEM_000841,GRP_0167,USR_0227,2020-08-29,2021-09-20,member,0.1667
MEM_000842,GRP_0168,USR_0302,2020-05-09,,admin,0.0738
MEM_000843,GRP_0168,USR_0263,2020-05-21,,member,0.2788
MEM_000844,GRP_0168,USR_0431,2020-05-23,,member,0.0533
MEM_000845,GRP_0168,USR_0741,2020-04-29,,member,0.3489
MEM_000846,GRP_0168,USR_0918,2020-04-29,2020-09-23,member,0.1089
MEM_000847,GRP_0169,USR_0025,2017-07-09,,admin,0.3333
MEM_000848,GRP_0169,USR_0779,2017-06-14,2020-04-01,member,0.3333
MEM_000849,GRP_0169,USR_0600,2017-06-26,2020-11-06,member,0.3333
MEM_000850,GRP_0170,USR_0385,2016-10-10,2017-02-16,admin,0.2
MEM_000851,GRP_0170,USR_0270,2016-10-07,,member,0.2
MEM_000852,GRP_0170,USR_0357,2016-10-15,2020-05-04,member,0.2
MEM_000853,GRP_0170,USR_0460,2016-09-24,2018-11-16,member,0.2
MEM_000854,GRP_0170,USR_0529,2016-10-03,2019-01-25,member,0.2
MEM_000855,GRP_0171,USR_0998,2016-04-02,,admin,0.3333
MEM_000856,GRP_0171,USR_0909,2016-04-04,,member,0.3333
MEM_000857,GRP_0171,USR_0942,2016-04-01,2019-01-07,member,0.3333
MEM_000858,GRP_0172,USR_0048,2017-06-02,,admin,0.5
MEM_000859,GRP_0172,USR_0502,2017-05-13,,member,0.5
MEM_000860,GRP_0173,USR_0508,2022-01-20,,admin,0.3333
MEM_000861,GRP_0173,USR_0870,2022-01-20,,member,0.3333
MEM_000862,GRP_0173,USR_0058,2022-01-10,,member,0.3333
MEM_000863,GRP_0174,USR_0545,2016-05-26,,admin,0.2
MEM_000864,GRP_0174,USR_0490,2016-05-17,,member,0.2
MEM_000865,GRP_0174,USR_0057,2016-05-06,,member,0.2
MEM_000866,GRP_0174,USR_0224,2016-05-13,,member,0.2
MEM_000867,GRP_0174,USR_0222,2016-05-13,,member,0.2
MEM_000868,GRP_0175,USR_0380,2016-03-07,,admin,0.3333
MEM_000869,GRP_0175,USR_0148,2016-03-02,,member,0.3333
MEM_000870,GRP_0175,USR_0995,2016-03-05,,member,0.3333
MEM_000871,GRP_0176,USR_0924,2021-08-07,,admin,0.2598
MEM_000872,GRP_0176,USR_0259,2021-08-14,,member,0.2458
MEM_000873,GRP_0176,USR_0764,2021-08-09,,member,0.0995
MEM_000874,GRP_0176,USR_0837,2021-07-29,,member,0.2711
MEM_000875,GRP_0176,USR_0972,2021-08-01,,member,0.3599
MEM_000876,GRP_0176,USR_0533,2021-08-01,,member,0.0871
MEM_000877,GRP_0176,USR_0172,2021-08-15,,member,0.0705
MEM_000878,GRP_0176,USR_0802,2021-08-01,,member,0.1324
MEM_000879,GRP_0176,USR_0163,2021-08-06,,member,0.182
MEM_000880,GRP_0176,USR_0995,2021-08-09,,member,0.1229
MEM_000881,GRP_0177,USR_0512,2019-06-27,2021-01-18,admin,0.3019
MEM_000882,GRP_0177,USR_0870,2019-06-20,2021-09-05,member,0.1401
MEM_000883,GRP_0177,USR_0968,2019-06-24,2020-12-06,member,0.0591
MEM_000884,GRP_0177,USR_0157,2019-07-03,,member,0.2822
MEM_000885,GRP_0177,USR_0269,2019-06-09,,member,0.2537
MEM_000886,GRP_0177,USR_0358,2019-06-21,,member,0.2884
MEM_000887,GRP_0177,USR_0204,2019-07-06,,member,0.1643
MEM_000888,GRP_0178,USR_0500,2021-01-25,,admin,0.25
MEM_000889,GRP_0178,USR_0281,2021-02-05,,member,0.25
MEM_000890,GRP_0178,USR_0633,2021-01-26,2021-03-19,member,0.25
MEM_000891,GRP_0178,USR_0399,2021-02-14,,member,0.25
MEM_000892,GRP_0179,USR_0612,2020-04-15,,admin,0.1429
MEM_000893,GRP_0179,USR_0900,2020-04-25,,member,0.1429
MEM_000894,GRP_0179,USR_0489,2020-04-14,,member,0.1429
MEM_000895,GRP_0179,USR_0175,2020-04-12,,member,0.1429
MEM_000896,GRP_0179,USR_0855,2020-04-20,2021-07-30,member,0.1429
MEM_000897,GRP_0179,USR_0841,2020-04-25,,member,0.1429
MEM_000898,GRP_0179,USR_0095,2020-04-16,2021-04-12,member,0.1429
MEM_000899,GRP_0180,USR_0268,2019-04-09,,admin,0.2802
MEM_000900,GRP_0180,USR_0500,2019-03-30,,member,0.1939
MEM_000901,GRP_0181,USR_0072,2019-01-25,,admin,0.0813
MEM_000902,GRP_0181,USR_0165,2019-01-24,2019-08-16,member,0.3037
MEM_000903,GRP_0181,USR_0067,2019-01-23,,member,0.111
MEM_000904,GRP_0181,USR_0451,2019-01-19,,member,0.3642
MEM_000905,GRP_0181,USR_0163,2019-01-30,,member,0.3725
MEM_000906,GRP_0181,USR_0003,2019-01-25,,member,0.2399
MEM_000907,GRP_0181,USR_0389,2019-02-10,,member,0.0535
MEM_000908,GRP_0181,USR_0023,2019-01-30,2020-02-01,member,0.0502
MEM_000909,GRP_0182,USR_0120,2021-02-16,,admin,0.3397
MEM_000910,GRP_0182,USR_0840,2021-02-26,,member,0.3419
MEM_000911,GRP_0182,USR_0259,2021-02-28,,member,0.1913
MEM_000912,GRP_0182,USR_0891,2021-02-23,2022-08-23,member,0.3854
MEM_000913,GRP_0182,USR_0430,2021-03-10,,member,0.098
MEM_000914,GRP_0183,USR_0394,2019-01-13,2020-12-16,admin,0.25
MEM_000915,GRP_0183,USR_0421,2019-01-14,2022-08-05,member,0.25
MEM_000916,GRP_0183,USR_0441,2018-12-26,,member,0.25
MEM_000917,GRP_0183,USR_0342,2019-01-06,,member,0.25
MEM_000918,GRP_0184,USR_0200,2023-08-10,,admin,0.3832
MEM_000919,GRP_0184,USR_0961,2023-08-15,,member,0.1625
MEM_000920,GRP_0184,USR_0375,2023-09-08,,member,0.1249
MEM_000921,GRP_0184,USR_0810,2023-08-30,,member,0.325
MEM_000922,GRP_0184,USR_0327,2023-09-03,,member,0.1682
MEM_000923,GRP_0184,USR_0066,2023-08-30,,member,0.2043
MEM_000924,GRP_0184,USR_0803,2023-08-26,,member,0.2422
MEM_000925,GRP_0184,USR_0351,2023-08-30,,member,0.1818
MEM_000926,GRP_0185,USR_0228,2023-01-29,,admin,0.1429
MEM_000927,GRP_0185,USR_0854,2023-01-06,,member,0.1429
MEM_000928,GRP_0185,USR_0419,2023-01-21,,member,0.1429
MEM_000929,GRP_0185,USR_0458,2023-01-28,,member,0.1429
MEM_000930,GRP_0185,USR_0238,2023-01-23,,member,0.1429
MEM_000931,GRP_0185,USR_0648,2023-01-19,,member,0.1429
MEM_000932,GRP_0185,USR_0881,2023-01-03,,member,0.1429
MEM_000933,GRP_0186,USR_0145,2020-06-07,,admin,0.1667
MEM_000934,GRP_0186,USR_0292,2020-05-13,,member,0.1667
MEM_000935,GRP_0186,USR_0197,2020-05-23,,member,0.1667
MEM_000936,GRP_0186,USR_0452,2020-06-01,,member,0.1667
MEM_000937,GRP_0186,USR_0240,2020-06-06,,member,0.1667
MEM_000938,GRP_0186,USR_0464,2020-06-10,,member,0.1667
MEM_000939,GRP_0187,USR_0346,2019-08-09,,admin,0.1186
MEM_000940,GRP_0187,USR_0901,2019-08-11,2024-02-14,member,0.3789
MEM_000941,GRP_0187,USR_0685,2019-08-04,,member,0.2257
MEM_000942,GRP_0187,USR_0573,2019-08-12,2025-05-10,member,0.266
MEM_000943,GRP_0187,USR_0072,2019-07-27,,member,0.1634
MEM_000944,GRP_0187,USR_0586,2019-07-28,,member,0.367
MEM_000945,GRP_0187,USR_0994,2019-08-02,,member,0.3377
MEM_000946,GRP_0187,USR_0492,2019-08-03,,member,0.3349
MEM_000947,GRP_0187,USR_0349,2019-08-18,,member,0.3327
MEM_000948,GRP_0188,USR_0067,2021-10-06,2022-07-06,admin,0.125
MEM_000949,GRP_0188,USR_0392,2021-10-03,2022-04-23,member,0.125
MEM_000950,GRP_0188,USR_0876,2021-10-05,,member,0.125
MEM_000951,GRP_0188,USR_0093,2021-10-10,,member,0.125
MEM_000952,GRP_0188,USR_0833,2021-10-01,2023-03-09,member,0.125
MEM_000953,GRP_0188,USR_0475,2021-09-21,,member,0.125
MEM_000954,GRP_0188,USR_0818,2021-10-12,,member,0.125
MEM_000955,GRP_0188,USR_0552,2021-10-06,,member,0.125
MEM_000956,GRP_0189,USR_0540,2018-01-05,,admin,0.1667
MEM_000957,GRP_0189,USR_0953,2017-12-23,,member,0.1667
MEM_000958,GRP_0189,USR_0955,2018-01-02,,member,0.1667
MEM_000959,GRP_0189,USR_0248,2017-12-19,,member,0.1667
MEM_000960,GRP_0189,USR_0272,2018-01-13,2018-01-27,member,0.1667
MEM_000961,GRP_0189,USR_0414,2017-12-23,,member,0.1667
MEM_000962,GRP_0190,USR_0825,2018-08-21,,admin,0.1429
MEM_000963,GRP_0190,USR_0398,2018-08-24,,member,0.1429
MEM_000964,GRP_0190,USR_0934,2018-08-28,,member,0.1429
MEM_000965,GRP_0190,USR_0860,2018-08-30,2019-08-29,member,0.1429
MEM_000966,GRP_0190,USR_0138,2018-09-06,,member,0.1429
MEM_000967,GRP_0190,USR_0648,2018-08-25,,member,0.1429
MEM_000968,GRP_0190,USR_0811,2018-08-18,2018-11-10,member,0.1429
MEM_000969,GRP_0191,USR_0137,2016-11-20,2020-01-08,admin,0.2
MEM_000970,GRP_0191,USR_0781,2016-11-05,,member,0.2
MEM_000971,GRP_0191,USR_0798,2016-11-20,2021-02-13,member,0.2
MEM_000972,GRP_0191,USR_0619,2016-11-14,,member,0.2
MEM_000973,GRP_0191,USR_0153,2016-11-17,,member,0.2
MEM_000974,GRP_0192,USR_0717,2021-08-07,,admin,0.3333
MEM_000975,GRP_0192,USR_0055,2021-08-14,,member,0.3333
MEM_000976,GRP_0192,USR_0258,2021-08-28,,member,0.3333
MEM_000977,GRP_0193,USR_0446,2017-12-21,,admin,0.3333
MEM_000978,GRP_0193,USR_0288,2018-01-02,,member,0.3333
MEM_000979,GRP_0193,USR_0688,2017-12-18,2022-06-06,member,0.3333
MEM_000980,GRP_0194,USR_0926,2016-08-28,2018-08-21,admin,0.3333
MEM_000981,GRP_0194,USR_0509,2016-09-11,,member,0.3333
MEM_000982,GRP_0194,USR_0731,2016-09-25,,member,0.3333
MEM_000983,GRP_0195,USR_0351,2016-06-24,2017-09-28,admin,0.3333
MEM_000984,GRP_0195,USR_0991,2016-07-01,,member,0.3333
MEM_000985,GRP_0195,USR_0203,2016-06-14,,member,0.3333
MEM_000986,GRP_0196,USR_0901,2017-07-21,,admin,0.3896
MEM_000987,GRP_0196,USR_0980,2017-07-17,,member,0.1012
MEM_000988,GRP_0196,USR_0336,2017-06-24,,member,0.1699
MEM_000989,GRP_0196,USR_0233,2017-06-24,,member,0.2116
MEM_000990,GRP_0197,USR_0603,2025-10-27,,admin,0.2472
MEM_000991,GRP_0197,USR_0468,2025-11-08,,member,0.294
MEM_000992,GRP_0197,USR_0206,2025-10-20,,member,0.1412
MEM_000993,GRP_0197,USR_0954,2025-11-02,,member,0.2238
MEM_000994,GRP_0197,USR_0532,2025-11-01,,member,0.1351
MEM_000995,GRP_0198,USR_0527,2018-09-30,2021-10-05,admin,0.1154
MEM_000996,GRP_0198,USR_0866,2018-10-15,,member,0.2434
MEM_000997,GRP_0198,USR_0995,2018-10-09,2021-06-20,member,0.0659
MEM_000998,GRP_0198,USR_0280,2018-10-07,,member,0.1075
MEM_000999,GRP_0198,USR_0581,2018-10-14,,member,0.2809
MEM_001000,GRP_0198,USR_0024,2018-09-28,2021-04-29,member,0.3406
MEM_001001,GRP_0198,USR_0124,2018-10-23,,member,0.112
MEM_001002,GRP_0198,USR_0513,2018-10-05,,member,0.2617
MEM_001003,GRP_0199,USR_0378,2021-05-08,2021-06-06,admin,0.1429
MEM_001004,GRP_0199,USR_0353,2021-05-17,,member,0.1429
MEM_001005,GRP_0199,USR_0468,2021-05-13,,member,0.1429
MEM_001006,GRP_0199,USR_0852,2021-05-05,,member,0.1429
MEM_001007,GRP_0199,USR_0381,2021-05-09,,member,0.1429
MEM_001008,GRP_0199,USR_0373,2021-05-23,,member,0.1429
MEM_001009,GRP_0199,USR_0347,2021-05-16,2021-08-02,member,0.1429
MEM_001010,GRP_0200,USR_0434,2017-05-19,,admin,0.2
MEM_001011,GRP_0200,USR_0189,2017-05-03,,member,0.2
MEM_001012,GRP_0200,USR_0829,2017-05-24,,member,0.2
MEM_001013,GRP_0200,USR_0563,2017-04-29,2020-10-08,member,0.2
MEM_001014,GRP_0200,USR_0529,2017-05-18,2021-09-15,member,0.2
MEM_001015,GRP_0201,USR_0365,2021-02-06,,admin,0.2706
MEM_001016,GRP_0201,USR_0389,2021-01-29,2021-09-24,member,0.2933
MEM_001017,GRP_0201,USR_0207,2021-01-21,,member,0.1233
MEM_001018,GRP_0202,USR_0403,2021-08-26,,admin,0.1
MEM_001019,GRP_0202,USR_0193,2021-08-25,,member,0.1
MEM_001020,GRP_0202,USR_0325,2021-08-15,,member,0.1
MEM_001021,GRP_0202,USR_0093,2021-08-19,,member,0.1
MEM_001022,GRP_0202,USR_0037,2021-08-07,,member,0.1
MEM_001023,GRP_0202,USR_0161,2021-08-09,,member,0.1
MEM_001024,GRP_0202,USR_0287,2021-08-13,2021-10-19,member,0.1
MEM_001025,GRP_0202,USR_0230,2021-08-10,2022-09-03,member,0.1
MEM_001026,GRP_0202,USR_0330,2021-08-26,,member,0.1
MEM_001027,GRP_0202,USR_0315,2021-08-18,,member,0.1
MEM_001028,GRP_0203,USR_0742,2016-10-15,,admin,0.1429
MEM_001029,GRP_0203,USR_0003,2016-11-08,,member,0.1429
MEM_001030,GRP_0203,USR_0159,2016-10-26,2017-06-24,member,0.1429
MEM_001031,GRP_0203,USR_0765,2016-11-12,,member,0.1429
MEM_001032,GRP_0203,USR_0488,2016-10-22,,member,0.1429
MEM_001033,GRP_0203,USR_0382,2016-11-04,,member,0.1429
MEM_001034,GRP_0203,USR_0305,2016-11-13,2018-01-30,member,0.1429
MEM_001035,GRP_0204,USR_0006,2019-04-09,,admin,0.25
MEM_001036,GRP_0204,USR_0318,2019-04-09,2019-05-20,member,0.25
MEM_001037,GRP_0204,USR_0581,2019-04-10,,member,0.25
MEM_001038,GRP_0204,USR_0352,2019-04-15,,member,0.25
MEM_001039,GRP_0205,USR_0229,2024-09-02,,admin,0.2309
MEM_001040,GRP_0205,USR_0058,2024-09-07,2025-02-16,member,0.3265
MEM_001041,GRP_0205,USR_0407,2024-08-13,,member,0.2498
MEM_001042,GRP_0205,USR_0210,2024-09-07,,member,0.2418
MEM_001043,GRP_0205,USR_0608,2024-08-13,,member,0.1452
MEM_001044,GRP_0205,USR_0129,2024-08-20,,member,0.3457
MEM_001045,GRP_0206,USR_0661,2018-02-25,,admin,0.25
MEM_001046,GRP_0206,USR_0775,2018-02-14,,member,0.25
MEM_001047,GRP_0206,USR_0205,2018-03-04,2021-10-28,member,0.25
MEM_001048,GRP_0206,USR_0740,2018-03-08,,member,0.25
MEM_001049,GRP_0207,USR_0383,2018-03-16,,admin,0.1667
MEM_001050,GRP_0207,USR_0900,2018-03-08,,member,0.1667
MEM_001051,GRP_0207,USR_0798,2018-03-28,,member,0.1667
MEM_001052,GRP_0207,USR_0155,2018-03-31,,member,0.1667
MEM_001053,GRP_0207,USR_0865,2018-03-19,,member,0.1667
MEM_001054,GRP_0207,USR_0369,2018-03-07,,member,0.1667
MEM_001055,GRP_0208,USR_0514,2017-05-23,,admin,0.3535
MEM_001056,GRP_0208,USR_0323,2017-05-13,,member,0.1821
MEM_001057,GRP_0208,USR_0506,2017-05-23,,member,0.0956
MEM_001058,GRP_0208,USR_0499,2017-04-26,,member,0.2484
MEM_001059,GRP_0208,USR_0694,2017-05-21,,member,0.112
MEM_001060,GRP_0209,USR_0508,2019-08-09,2020-01-01,admin,0.1529
MEM_001061,GRP_0209,USR_0199,2019-08-01,,member,0.329
MEM_001062,GRP_0209,USR_0291,2019-08-13,,member,0.2031
MEM_001063,GRP_0209,USR_0497,2019-08-21,,member,0.3059
MEM_001064,GRP_0209,USR_0923,2019-08-16,2020-07-09,member,0.1431
MEM_001065,GRP_0210,USR_0053,2016-05-01,,admin,0.125
MEM_001066,GRP_0210,USR_0071,2016-05-14,,member,0.125
MEM_001067,GRP_0210,USR_0858,2016-05-04,2017-03-19,member,0.125
MEM_001068,GRP_0210,USR_0340,2016-04-27,2016-08-17,member,0.125
MEM_001069,GRP_0210,USR_0804,2016-05-19,,member,0.125
MEM_001070,GRP_0210,USR_0039,2016-05-19,,member,0.125
MEM_001071,GRP_0210,USR_0308,2016-04-24,2017-01-05,member,0.125
MEM_001072,GRP_0210,USR_0772,2016-05-07,,member,0.125
MEM_001073,GRP_0211,USR_0261,2023-04-12,,admin,0.2
MEM_001074,GRP_0211,USR_0219,2023-04-19,,member,0.2
MEM_001075,GRP_0211,USR_0716,2023-04-22,,member,0.2
MEM_001076,GRP_0211,USR_0924,2023-04-30,,member,0.2
MEM_001077,GRP_0211,USR_0617,2023-05-01,,member,0.2
MEM_001078,GRP_0212,USR_0255,2021-01-20,,admin,0.125
MEM_001079,GRP_0212,USR_0880,2021-01-08,,member,0.125
MEM_001080,GRP_0212,USR_0947,2021-01-15,2022-10-12,member,0.125
MEM_001081,GRP_0212,USR_0868,2021-01-26,,member,0.125
MEM_001082,GRP_0212,USR_0823,2021-01-25,,member,0.125
MEM_001083,GRP_0212,USR_0037,2021-01-10,2024-05-29,member,0.125
MEM_001084,GRP_0212,USR_0788,2021-01-25,2024-08-08,member,0.125
MEM_001085,GRP_0212,USR_0447,2021-01-19,,member,0.125
MEM_001086,GRP_0213,USR_0037,2024-07-18,,admin,0.1418
MEM_001087,GRP_0213,USR_0636,2024-07-29,,member,0.0972
MEM_001088,GRP_0213,USR_0338,2024-07-16,,member,0.2974
MEM_001089,GRP_0213,USR_0479,2024-07-13,,member,0.0913
MEM_001090,GRP_0213,USR_0384,2024-07-24,,member,0.2834
MEM_001091,GRP_0213,USR_0200,2024-07-20,,member,0.2586
MEM_001092,GRP_0213,USR_0424,2024-07-21,,member,0.252
MEM_001093,GRP_0213,USR_0809,2024-07-07,,member,0.1987
MEM_001094,GRP_0214,USR_0967,2018-03-22,,admin,0.25
MEM_001095,GRP_0214,USR_0167,2018-03-27,2021-07-25,member,0.25
MEM_001096,GRP_0214,USR_0105,2018-04-05,,member,0.25
MEM_001097,GRP_0214,USR_0520,2018-04-05,,member,0.25
MEM_001098,GRP_0215,USR_0515,2022-05-08,,admin,0.1429
MEM_001099,GRP_0215,USR_0302,2022-05-12,,member,0.1429
MEM_001100,GRP_0215,USR_0682,2022-04-26,,member,0.1429
MEM_001101,GRP_0215,USR_0563,2022-05-17,,member,0.1429
MEM_001102,GRP_0215,USR_0195,2022-05-06,,member,0.1429
MEM_001103,GRP_0215,USR_0391,2022-04-22,,member,0.1429
MEM_001104,GRP_0215,USR_0488,2022-04-27,,member,0.1429
MEM_001105,GRP_0216,USR_0261,2021-12-24,2023-11-11,admin,0.0877
MEM_001106,GRP_0216,USR_0873,2022-01-05,,member,0.181
MEM_001107,GRP_0216,USR_0636,2022-01-11,2022-11-02,member,0.1737
MEM_001108,GRP_0216,USR_0076,2022-01-07,,member,0.1491
MEM_001109,GRP_0216,USR_0747,2021-12-22,,member,0.0688
MEM_001110,GRP_0216,USR_0980,2022-01-08,,member,0.2663
MEM_001111,GRP_0217,USR_0226,2018-11-24,,admin,0.3333
MEM_001112,GRP_0217,USR_0298,2018-12-02,,member,0.3333
MEM_001113,GRP_0217,USR_0674,2018-11-11,2018-12-13,member,0.3333
MEM_001114,GRP_0218,USR_0087,2024-02-29,,admin,0.3215
MEM_001115,GRP_0218,USR_0772,2024-03-10,,member,0.2063
MEM_001116,GRP_0218,USR_0336,2024-02-24,,member,0.3023
MEM_001117,GRP_0218,USR_0318,2024-03-13,,member,0.2264
MEM_001118,GRP_0218,USR_0275,2024-02-28,,member,0.185
MEM_001119,GRP_0219,USR_0610,2022-10-29,,admin,0.1667
MEM_001120,GRP_0219,USR_0756,2022-10-30,,member,0.1667
MEM_001121,GRP_0219,USR_0646,2022-11-04,2023-06-26,member,0.1667
MEM_001122,GRP_0219,USR_0354,2022-10-12,,member,0.1667
MEM_001123,GRP_0219,USR_0697,2022-10-31,,member,0.1667
MEM_001124,GRP_0219,USR_0785,2022-10-31,,member,0.1667
MEM_001125,GRP_0220,USR_0390,2020-04-02,2021-08-03,admin,0.3333
MEM_001126,GRP_0220,USR_0702,2020-04-10,,member,0.3333
MEM_001127,GRP_0220,USR_0727,2020-04-12,,member,0.3333
MEM_001128,GRP_0221,USR_0183,2025-04-19,,admin,0.0896
MEM_001129,GRP_0221,USR_0614,2025-04-02,,member,0.3651
MEM_001130,GRP_0221,USR_0295,2025-04-15,,member,0.1736
MEM_001131,GRP_0221,USR_0662,2025-04-08,,member,0.3592
MEM_001132,GRP_0221,USR_0022,2025-03-29,,member,0.2171
MEM_001133,GRP_0221,USR_0728,2025-03-29,,member,0.3754
MEM_001134,GRP_0221,USR_0341,2025-03-27,,member,0.2132
MEM_001135,GRP_0221,USR_0046,2025-04-05,,member,0.0715
MEM_001136,GRP_0222,USR_0260,2022-07-03,,admin,0.268
MEM_001137,GRP_0222,USR_0583,2022-07-14,,member,0.2391
MEM_001138,GRP_0223,USR_0195,2020-06-02,,admin,0.2126
MEM_001139,GRP_0223,USR_0765,2020-05-18,,member,0.073
MEM_001140,GRP_0223,USR_0811,2020-05-27,,member,0.3251
MEM_001141,GRP_0223,USR_0815,2020-06-07,,member,0.1859
MEM_001142,GRP_0223,USR_0712,2020-05-27,,member,0.0863
MEM_001143,GRP_0224,USR_0946,2022-10-26,,admin,0.1594
MEM_001144,GRP_0224,USR_0456,2022-11-14,2024-05-15,member,0.2883
MEM_001145,GRP_0224,USR_0534,2022-10-29,2023-05-21,member,0.2386
MEM_001146,GRP_0224,USR_0619,2022-11-08,,member,0.1513
MEM_001147,GRP_0225,USR_0207,2019-05-01,,admin,0.2
MEM_001148,GRP_0225,USR_0169,2019-05-08,,member,0.2
MEM_001149,GRP_0225,USR_0676,2019-05-27,,member,0.2
MEM_001150,GRP_0225,USR_0840,2019-05-02,,member,0.2
MEM_001151,GRP_0225,USR_0538,2019-05-01,,member,0.2
MEM_001152,GRP_0226,USR_0108,2017-06-10,,admin,0.3333
MEM_001153,GRP_0226,USR_0571,2017-06-17,2017-08-27,member,0.3333
MEM_001154,GRP_0226,USR_0754,2017-06-25,,member,0.3333
MEM_001155,GRP_0227,USR_0271,2021-06-20,2022-02-02,admin,0.3333
MEM_001156,GRP_0227,USR_0538,2021-07-13,,member,0.3333
MEM_001157,GRP_0227,USR_0051,2021-07-02,,member,0.3333
MEM_001158,GRP_0228,USR_0900,2018-06-29,,admin,0.5
MEM_001159,GRP_0228,USR_0557,2018-07-10,,member,0.5
MEM_001160,GRP_0229,USR_0400,2017-01-18,,admin,0.2
MEM_001161,GRP_0229,USR_0920,2017-01-06,2018-11-03,member,0.2
