id,title,description,amount,category,created_at,updated_at,deleted_at,is_anomaly,roomspace_id,paid_by,split_type
sexp_00013211,Household Items,Laundry detergent,34.3,Household Items,2023-11-07 19:49:38.651050,2023-11-07 19:49:38.651050,,False,roomspace_254,user_000509,EQUAL
sexp_00013212,Rent,Monthly rent,2434.66,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013213,Rent,Monthly rent,1444.25,Rent,2023-02-03 08:04:25.151868,2023-02-03 08:04:25.151868,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013214,Rent,Rent payment,2375.06,Rent,2023-03-04 17:49:10.241544,2023-03-04 17:49:10.241544,,False,roomspace_255,user_000510,EQUAL
sexp_00013215,Rent,Rent payment,2648.88,Rent,2023-03-30 16:37:55.530554,2023-03-30 16:37:55.530554,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013216,Rent,Monthly rent,2150.39,Rent,2023-05-05 14:39:02.738789,2023-05-05 14:39:02.738789,,False,roomspace_255,user_000510,EQUAL
sexp_00013217,Rent,Monthly rent,2819.98,Rent,2023-06-08 02:08:03.425430,2023-06-08 02:08:03.425430,,False,roomspace_255,user_000510,EQUAL
sexp_00013218,Rent,[UNUSUAL] Rent payment,16549.06,Rent,2023-07-14 11:11:46.860111,2023-07-14 11:11:46.860111,,True,roomspace_255,user_000510,EQUAL
sexp_00013219,Rent,Apartment rent,2505.78,Rent,2023-08-17 00:22:13.310594,2023-08-17 00:22:13.310594,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013220,Rent,Apartment rent,1502.32,Rent,2023-09-12 22:42:20.118666,2023-09-12 22:42:20.118666,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013221,Rent,Rent payment,1300.91,Rent,2023-10-15 01:45:36.734990,2023-10-15 01:45:36.734990,,False,roomspace_255,user_000510,EQUAL
sexp_00013222,Rent,Rent payment,2770.25,Rent,2023-11-10 12:17:32.624108,2023-11-10 12:17:32.624108,,False,roomspace_255,user_000510,EQUAL
sexp_00013223,Rent,Rent payment,3412.56,Rent,2023-12-14 16:17:31.851710,2023-12-14 16:17:31.851710,,False,roomspace_255,user_000510,EQUAL
sexp_00013224,Utilities,Electricity bill,277.17,Utilities,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_255,user_000510,EQUAL
sexp_00013225,Utilities,Utility payment,254.04,Utilities,2023-02-08 11:25:55.706940,2023-02-08 11:25:55.706940,,False,roomspace_255,user_000510,EQUAL
sexp_00013226,Utilities,Utility payment,178.48,Utilities,2023-03-19 09:33:39.047473,2023-03-19 09:33:39.047473,,False,roomspace_255,user_000510,EQUAL
sexp_00013227,Utilities,Gas bill,122.87,Utilities,2023-04-26 20:15:28.759495,2023-04-26 20:15:28.759495,,False,roomspace_255,user_000510,EQUAL
sexp_00013228,Utilities,Gas bill,330.93,Utilities,2023-06-05 22:49:32.559842,2023-06-05 22:49:32.559842,,False,roomspace_255,user_000510,EQUAL
sexp_00013229,Utilities,Gas bill,144.49,Utilities,2023-07-11 04:41:23.605036,2023-07-11 04:41:23.605036,,False,roomspace_255,user_000510,EQUAL
sexp_00013230,Utilities,Water bill,274.08,Utilities,2023-08-22 22:40:42.479422,2023-08-22 22:40:42.479422,,False,roomspace_255,user_000510,EQUAL
sexp_00013231,Utilities,[UNUSUAL] Electricity bill,1630.76,Utilities,2023-09-22 23:23:10.700535,2023-09-22 23:23:10.700535,,True,roomspace_255,user_000510,EQUAL
sexp_00013232,Utilities,Water bill,161.17,Utilities,2023-11-01 05:17:12.783648,2023-11-01 05:17:12.783648,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013233,Utilities,Electricity bill,98.08,Utilities,2023-12-14 22:07:14.691150,2023-12-14 22:07:14.691150,,False,roomspace_255,user_000510,EQUAL
sexp_00013234,Internet,Broadband,67.48,Internet,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013235,Internet,WiFi payment,51.52,Internet,2023-02-08 09:12:59.182839,2023-02-08 09:12:59.182839,,False,roomspace_255,user_000510,EQUAL
sexp_00013236,Internet,Broadband,118.43,Internet,2023-03-08 15:20:16.310090,2023-03-08 15:20:16.310090,,False,roomspace_255,user_000510,EQUAL
sexp_00013237,Internet,Internet bill,86.38,Internet,2023-04-04 06:25:36.518992,2023-04-04 06:25:36.518992,,False,roomspace_255,user_000510,EQUAL
sexp_00013238,Internet,WiFi payment,74.71,Internet,2023-05-01 05:25:18.455236,2023-05-01 05:25:18.455236,,False,roomspace_255,user_000510,EQUAL
sexp_00013239,Internet,Broadband,117.53,Internet,2023-05-30 23:37:28.481717,2023-05-30 23:37:28.481717,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013240,Internet,WiFi payment,68.76,Internet,2023-07-05 00:56:46.209984,2023-07-05 00:56:46.209984,,False,roomspace_255,user_000510,EQUAL
sexp_00013241,Internet,Internet bill,78.22,Internet,2023-08-10 10:08:54.695461,2023-08-10 10:08:54.695461,,False,roomspace_255,user_000510,EQUAL
sexp_00013242,Internet,Internet bill,90.47,Internet,2023-09-16 10:28:00.509505,2023-09-16 10:28:00.509505,,False,roomspace_255,user_000510,EQUAL
sexp_00013243,Internet,Broadband,76.84,Internet,2023-10-24 07:53:55.891397,2023-10-24 07:53:55.891397,,False,roomspace_255,user_000510,EQUAL
sexp_00013244,Internet,Internet bill,129.42,Internet,2023-11-23 14:45:33.117896,2023-11-23 14:45:33.117896,,False,roomspace_255,user_000510,EQUAL
sexp_00013245,Internet,WiFi payment,121.82,Internet,2023-12-26 15:18:43.697873,2023-12-26 15:18:43.697873,,False,roomspace_255,user_000510,EQUAL
sexp_00013246,Groceries,Whole Foods,181.9,Groceries,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_255,user_000510,EQUAL
sexp_00013247,Groceries,Whole Foods,256.01,Groceries,2023-01-08 01:22:05.150314,2023-01-08 01:22:05.150314,,False,roomspace_255,user_000510,EQUAL
sexp_00013248,Groceries,Weekly groceries,278.22,Groceries,2023-01-15 01:17:42.911423,2023-01-15 01:17:42.911423,,False,roomspace_255,user_000510,EQUAL
sexp_00013249,Groceries,Weekly groceries,182.84,Groceries,2023-01-22 23:32:04.776740,2023-01-22 23:32:04.776740,,False,roomspace_255,user_000510,EQUAL
sexp_00013250,Groceries,Costco shopping,214.49,Groceries,2023-01-30 07:00:09.466032,2023-01-30 07:00:09.466032,,False,roomspace_255,user_000510,EQUAL
sexp_00013251,Groceries,Whole Foods,77.0,Groceries,2023-02-08 12:37:21.215583,2023-02-08 12:37:21.215583,,False,roomspace_255,user_000510,EXACT
sexp_00013252,Groceries,Target groceries,274.53,Groceries,2023-02-17 12:03:36.016925,2023-02-17 12:03:36.016925,,False,roomspace_255,user_000510,EXACT
sexp_00013253,Groceries,Walmart groceries,133.5,Groceries,2023-02-25 06:49:43.877627,2023-02-25 06:49:43.877627,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013254,Groceries,Target groceries,76.1,Groceries,2023-03-04 13:12:42.266233,2023-03-04 13:12:42.266233,,False,roomspace_255,user_000510,EQUAL
sexp_00013255,Groceries,Weekly groceries,254.41,Groceries,2023-03-12 07:21:53.671347,2023-03-12 07:21:53.671347,,False,roomspace_255,user_000510,EQUAL
sexp_00013256,Groceries,Local supermarket,77.38,Groceries,2023-03-20 11:22:39.785727,2023-03-20 11:22:39.785727,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013257,Groceries,Weekly groceries,78.92,Groceries,2023-03-28 21:24:03.620698,2023-03-28 21:24:03.620698,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013258,Groceries,Local supermarket,76.17,Groceries,2023-04-04 20:54:25.514559,2023-04-04 20:54:25.514559,,False,roomspace_255,user_000510,EQUAL
sexp_00013259,Groceries,Whole Foods,140.75,Groceries,2023-04-14 00:10:59.707622,2023-04-14 00:10:59.707622,,False,roomspace_255,user_000510,EXACT
sexp_00013260,Groceries,Walmart groceries,261.99,Groceries,2023-04-22 01:48:20.024479,2023-04-22 01:48:20.024479,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013261,Groceries,Whole Foods,143.84,Groceries,2023-04-29 06:09:20.619007,2023-04-29 06:09:20.619007,,False,roomspace_255,user_000510,EQUAL
sexp_00013262,Groceries,Walmart groceries,173.38,Groceries,2023-05-05 23:19:20.214072,2023-05-05 23:19:20.214072,,False,roomspace_255,user_000510,EQUAL
sexp_00013263,Groceries,Target groceries,120.57,Groceries,2023-05-14 00:44:27.742196,2023-05-14 00:44:27.742196,,False,roomspace_255,user_000510,EQUAL
sexp_00013264,Groceries,Costco shopping,137.92,Groceries,2023-05-22 16:31:48.135079,2023-05-22 16:31:48.135079,,False,roomspace_255,user_000510,EQUAL
sexp_00013265,Groceries,Local supermarket,84.93,Groceries,2023-05-29 08:25:54.870208,2023-05-29 08:25:54.870208,,False,roomspace_255,user_000510,EQUAL
sexp_00013266,Groceries,Whole Foods,150.13,Groceries,2023-06-06 07:44:05.328941,2023-06-06 07:44:05.328941,,False,roomspace_255,user_000510,EQUAL
sexp_00013267,Groceries,Weekly groceries,79.32,Groceries,2023-06-12 18:17:23.211812,2023-06-12 18:17:23.211812,,False,roomspace_255,user_000510,EQUAL
sexp_00013268,Groceries,Whole Foods,97.06,Groceries,2023-06-20 20:54:10.653613,2023-06-20 20:54:10.653613,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013269,Groceries,Local supermarket,106.8,Groceries,2023-06-29 14:08:15.189712,2023-06-29 14:08:15.189712,,False,roomspace_255,user_000510,EQUAL
sexp_00013270,Groceries,Costco shopping,162.06,Groceries,2023-07-06 08:25:12.509993,2023-07-06 08:25:12.509993,,False,roomspace_255,user_000510,EQUAL
sexp_00013271,Groceries,Costco shopping,99.17,Groceries,2023-07-14 21:11:23.854272,2023-07-14 21:11:23.854272,,False,roomspace_255,user_000510,EQUAL
sexp_00013272,Groceries,Weekly groceries,212.29,Groceries,2023-07-21 02:08:44.245370,2023-07-21 02:08:44.245370,,False,roomspace_255,user_000510,EQUAL
sexp_00013273,Groceries,Whole Foods,168.03,Groceries,2023-07-27 09:29:08.718197,2023-07-27 09:29:08.718197,,False,roomspace_255,user_000510,EQUAL
sexp_00013274,Groceries,Whole Foods,114.79,Groceries,2023-08-04 22:56:11.286838,2023-08-04 22:56:11.286838,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013275,Groceries,Local supermarket,203.45,Groceries,2023-08-13 22:59:30.064776,2023-08-13 22:59:30.064776,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013276,Groceries,Walmart groceries,259.35,Groceries,2023-08-22 07:04:05.631536,2023-08-22 07:04:05.631536,,False,roomspace_255,user_000510,EQUAL
sexp_00013277,Groceries,Walmart groceries,105.13,Groceries,2023-08-29 03:31:10.510857,2023-08-29 03:31:10.510857,,False,roomspace_255,user_000510,EQUAL
sexp_00013278,Groceries,Target groceries,212.12,Groceries,2023-09-04 08:44:00.768262,2023-09-04 08:44:00.768262,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013279,Groceries,Whole Foods,101.77,Groceries,2023-09-11 00:59:52.116437,2023-09-11 00:59:52.116437,,False,roomspace_255,user_000510,EQUAL
sexp_00013280,Groceries,Target groceries,147.8,Groceries,2023-09-18 19:41:43.721905,2023-09-18 19:41:43.721905,,False,roomspace_255,user_000510,EQUAL
sexp_00013281,Groceries,Weekly groceries,95.21,Groceries,2023-09-27 02:14:18.762773,2023-09-27 02:14:18.762773,,False,roomspace_255,user_000510,EQUAL
sexp_00013282,Groceries,Target groceries,199.96,Groceries,2023-10-04 08:36:29.004955,2023-10-04 08:36:29.004955,,False,roomspace_255,user_000510,EQUAL
sexp_00013283,Groceries,Weekly groceries,134.15,Groceries,2023-10-12 20:20:53.473415,2023-10-12 20:20:53.473415,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013284,Groceries,Whole Foods,201.34,Groceries,2023-10-20 22:50:16.861326,2023-10-20 22:50:16.861326,,False,roomspace_255,user_000510,EQUAL
sexp_00013285,Groceries,Whole Foods,317.69,Groceries,2023-10-29 03:42:49.915534,2023-10-29 03:42:49.915534,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013286,Groceries,Weekly groceries,150.18,Groceries,2023-11-06 13:36:54.859150,2023-11-06 13:36:54.859150,,False,roomspace_255,user_000510,EQUAL
sexp_00013287,Groceries,Costco shopping,179.84,Groceries,2023-11-14 06:52:45.906356,2023-11-14 06:52:45.906356,,False,roomspace_255,user_000510,EQUAL
sexp_00013288,Groceries,[UNUSUAL] Costco shopping,1086.98,Groceries,2023-11-23 11:33:48.644749,2023-11-23 11:33:48.644749,,True,roomspace_255,user_000510,EQUAL
sexp_00013289,Groceries,Walmart groceries,250.04,Groceries,2023-11-30 00:29:25.671972,2023-11-30 00:29:25.671972,,False,roomspace_255,user_000510,EQUAL
sexp_00013290,Groceries,Walmart groceries,197.01,Groceries,2023-12-08 02:12:39.168881,2023-12-08 02:12:39.168881,,False,roomspace_255,user_000510,EXACT
sexp_00013291,Groceries,Costco shopping,149.31,Groceries,2023-12-16 12:11:43.579331,2023-12-16 12:11:43.579331,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013292,Groceries,Whole Foods,176.94,Groceries,2023-12-25 06:44:58.176021,2023-12-25 06:44:58.176021,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013293,Household Items,Laundry detergent,59.41,Household Items,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_255,user_000510,EQUAL
sexp_00013294,Household Items,Cleaning supplies,60.58,Household Items,2023-08-28 00:19:24.611373,2023-08-28 00:19:24.611373,,False,roomspace_255,user_000510,PERCENTAGE
sexp_00013295,Rent,Rent payment,2161.39,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_256,user_000768,EQUAL
sexp_00013296,Rent,Monthly rent,4061.06,Rent,2023-02-15 02:54:56.940949,2023-02-15 02:54:56.940949,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013297,Rent,Apartment rent,3196.57,Rent,2023-04-01 17:17:38.139924,2023-04-01 17:17:38.139924,,False,roomspace_256,user_000768,EQUAL
sexp_00013298,Rent,Rent payment,3689.95,Rent,2023-05-15 02:45:41.746721,2023-05-15 02:45:41.746721,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013299,Rent,Apartment rent,2178.31,Rent,2023-06-29 02:32:39.865085,2023-06-29 02:32:39.865085,,False,roomspace_256,user_000768,EQUAL
sexp_00013300,Rent,Apartment rent,2054.71,Rent,2023-08-07 17:09:29.637287,2023-08-07 17:09:29.637287,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013301,Rent,Apartment rent,2573.08,Rent,2023-09-10 15:38:48.080001,2023-09-10 15:38:48.080001,,False,roomspace_256,user_000768,EXACT
sexp_00013302,Rent,[RAPID] Apartment rent,1245.47,Rent,2023-10-14 21:32:45.626611,2023-10-14 21:32:45.626611,,True,roomspace_256,user_000768,EQUAL
sexp_00013303,Rent,Apartment rent,3448.57,Rent,2023-11-18 11:04:29.225212,2023-11-18 11:04:29.225212,,False,roomspace_256,user_000768,EQUAL
sexp_00013304,Utilities,Gas bill,163.27,Utilities,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_256,user_000768,EQUAL
sexp_00013305,Utilities,Gas bill,387.78,Utilities,2023-02-07 19:12:00.227783,2023-02-07 19:12:00.227783,,False,roomspace_256,user_000768,EQUAL
sexp_00013306,Utilities,Utility payment,181.27,Utilities,2023-03-31 01:30:09.847170,2023-03-31 01:30:09.847170,,False,roomspace_256,user_000768,EQUAL
sexp_00013307,Utilities,Water bill,320.56,Utilities,2023-05-16 06:48:52.863097,2023-05-16 06:48:52.863097,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013308,Utilities,Water bill,131.55,Utilities,2023-06-20 13:25:16.878315,2023-06-20 13:25:16.878315,,False,roomspace_256,user_000768,EQUAL
sexp_00013309,Utilities,Gas bill,195.6,Utilities,2023-07-31 15:09:42.722299,2023-07-31 15:09:42.722299,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013310,Utilities,Electricity bill,283.93,Utilities,2023-09-15 08:08:03.781158,2023-09-15 08:08:03.781158,,False,roomspace_256,user_000768,EQUAL
sexp_00013311,Utilities,Electricity bill,229.78,Utilities,2023-10-30 11:16:03.516712,2023-10-30 11:16:03.516712,,False,roomspace_256,user_000768,EQUAL
sexp_00013312,Utilities,Water bill,336.72,Utilities,2023-12-19 12:14:48.253554,2023-12-19 12:14:48.253554,,False,roomspace_256,user_000768,EQUAL
sexp_00013313,Internet,WiFi payment,134.05,Internet,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_256,user_000768,EQUAL
sexp_00013314,Internet,[UNUSUAL] Broadband,457.99,Internet,2023-01-24 20:53:18.934552,2023-01-24 20:53:18.934552,,True,roomspace_256,user_000768,EQUAL
sexp_00013315,Internet,WiFi payment,115.84,Internet,2023-02-18 11:54:41.536661,2023-02-18 11:54:41.536661,,False,roomspace_256,user_000768,EQUAL
sexp_00013316,Internet,Broadband,146.45,Internet,2023-03-20 03:36:46.098823,2023-03-20 03:36:46.098823,,False,roomspace_256,user_000768,EQUAL
sexp_00013317,Internet,Broadband,76.08,Internet,2023-04-14 06:31:41.008715,2023-04-14 06:31:41.008715,,False,roomspace_256,user_000768,EXACT
sexp_00013318,Internet,WiFi payment,133.65,Internet,2023-05-06 10:35:33.863762,2023-05-06 10:35:33.863762,,False,roomspace_256,user_000768,EQUAL
sexp_00013319,Internet,Broadband,92.46,Internet,2023-06-05 13:10:18.367100,2023-06-05 13:10:18.367100,,False,roomspace_256,user_000768,EXACT
sexp_00013320,Internet,WiFi payment,98.01,Internet,2023-07-01 23:44:02.953246,2023-07-01 23:44:02.953246,,False,roomspace_256,user_000768,EQUAL
sexp_00013321,Internet,Broadband,82.41,Internet,2023-07-28 16:33:43.644707,2023-07-28 16:33:43.644707,,False,roomspace_256,user_000768,EQUAL
sexp_00013322,Internet,Broadband,92.96,Internet,2023-08-25 11:00:20.499175,2023-08-25 11:00:20.499175,,False,roomspace_256,user_000768,EQUAL
sexp_00013323,Internet,Internet bill,69.78,Internet,2023-09-25 02:35:19.027737,2023-09-25 02:35:19.027737,,False,roomspace_256,user_000768,EQUAL
sexp_00013324,Internet,Broadband,84.53,Internet,2023-10-22 02:05:58.217193,2023-10-22 02:05:58.217193,,False,roomspace_256,user_000768,EQUAL
sexp_00013325,Internet,Internet bill,100.48,Internet,2023-11-20 07:43:56.116706,2023-11-20 07:43:56.116706,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013326,Internet,Internet bill,112.43,Internet,2023-12-15 02:04:23.264648,2023-12-15 02:04:23.264648,,False,roomspace_256,user_000768,EQUAL
sexp_00013327,Groceries,Local supermarket,191.23,Groceries,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013328,Groceries,Local supermarket,94.4,Groceries,2023-01-10 12:02:55.873929,2023-01-10 12:02:55.873929,,False,roomspace_256,user_000768,EQUAL
sexp_00013329,Groceries,Weekly groceries,173.61,Groceries,2023-01-19 07:36:32.849336,2023-01-19 07:36:32.849336,,False,roomspace_256,user_000768,EQUAL
sexp_00013330,Groceries,Weekly groceries,243.56,Groceries,2023-01-28 01:17:58.563527,2023-01-28 01:17:58.563527,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013331,Groceries,Local supermarket,112.79,Groceries,2023-02-07 04:21:30.171583,2023-02-07 04:21:30.171583,,False,roomspace_256,user_000768,EXACT
sexp_00013332,Groceries,Costco shopping,211.14,Groceries,2023-02-17 17:00:09.506906,2023-02-17 17:00:09.506906,,False,roomspace_256,user_000768,EQUAL
sexp_00013333,Groceries,Whole Foods,134.02,Groceries,2023-02-26 12:57:51.425578,2023-02-26 12:57:51.425578,,False,roomspace_256,user_000768,EQUAL
sexp_00013334,Groceries,Walmart groceries,217.85,Groceries,2023-03-07 13:23:10.674326,2023-03-07 13:23:10.674326,,False,roomspace_256,user_000768,EQUAL
sexp_00013335,Groceries,Whole Foods,162.04,Groceries,2023-03-16 09:20:47.444838,2023-03-16 09:20:47.444838,,False,roomspace_256,user_000768,EQUAL
sexp_00013336,Groceries,Walmart groceries,203.23,Groceries,2023-03-26 17:50:19.624667,2023-03-26 17:50:19.624667,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013337,Groceries,Weekly groceries,114.21,Groceries,2023-04-05 16:34:43.710262,2023-04-05 16:34:43.710262,,False,roomspace_256,user_000768,EQUAL
sexp_00013338,Groceries,Whole Foods,149.72,Groceries,2023-04-14 06:24:32.998400,2023-04-14 06:24:32.998400,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013339,Groceries,Walmart groceries,305.19,Groceries,2023-04-21 19:24:41.400346,2023-04-21 19:24:41.400346,,False,roomspace_256,user_000768,EQUAL
sexp_00013340,Groceries,Costco shopping,205.08,Groceries,2023-05-02 15:07:47.439296,2023-05-02 15:07:47.439296,,False,roomspace_256,user_000768,EQUAL
sexp_00013341,Groceries,Whole Foods,125.26,Groceries,2023-05-11 03:36:18.693074,2023-05-11 03:36:18.693074,,False,roomspace_256,user_000768,EQUAL
sexp_00013342,Groceries,Local supermarket,239.18,Groceries,2023-05-21 06:55:42.116160,2023-05-21 06:55:42.116160,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013343,Groceries,Weekly groceries,171.36,Groceries,2023-05-31 18:29:13.474421,2023-05-31 18:29:13.474421,,False,roomspace_256,user_000768,EQUAL
sexp_00013344,Groceries,Whole Foods,240.2,Groceries,2023-06-09 18:59:57.490963,2023-06-09 18:59:57.490963,,False,roomspace_256,user_000768,EXACT
sexp_00013345,Groceries,Costco shopping,132.03,Groceries,2023-06-18 05:28:52.290387,2023-06-18 05:28:52.290387,,False,roomspace_256,user_000768,EQUAL
sexp_00013346,Groceries,Walmart groceries,75.76,Groceries,2023-06-26 01:25:19.837455,2023-06-26 01:25:19.837455,,False,roomspace_256,user_000768,EQUAL
sexp_00013347,Groceries,Whole Foods,281.49,Groceries,2023-07-06 22:29:04.732438,2023-07-06 22:29:04.732438,,False,roomspace_256,user_000768,EQUAL
sexp_00013348,Groceries,Local supermarket,170.66,Groceries,2023-07-14 18:54:20.980997,2023-07-14 18:54:20.980997,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013349,Groceries,Walmart groceries,150.99,Groceries,2023-07-24 17:59:58.883226,2023-07-24 17:59:58.883226,,False,roomspace_256,user_000768,EQUAL
sexp_00013350,Groceries,Target groceries,248.41,Groceries,2023-08-01 19:49:07.521264,2023-08-01 19:49:07.521264,,False,roomspace_256,user_000768,EQUAL
sexp_00013351,Groceries,Local supermarket,115.77,Groceries,2023-08-10 05:38:50.379340,2023-08-10 05:38:50.379340,,False,roomspace_256,user_000768,EQUAL
sexp_00013352,Groceries,Target groceries,74.13,Groceries,2023-08-17 21:23:20.545130,2023-08-17 21:23:20.545130,,False,roomspace_256,user_000768,EQUAL
sexp_00013353,Groceries,Target groceries,80.06,Groceries,2023-08-27 17:23:26.967172,2023-08-27 17:23:26.967172,,False,roomspace_256,user_000768,EQUAL
sexp_00013354,Groceries,Whole Foods,195.51,Groceries,2023-09-04 21:55:07.065984,2023-09-04 21:55:07.065984,,False,roomspace_256,user_000768,EQUAL
sexp_00013355,Groceries,Weekly groceries,218.1,Groceries,2023-09-15 11:25:43.791170,2023-09-15 11:25:43.791170,,False,roomspace_256,user_000768,EQUAL
sexp_00013356,Groceries,Whole Foods,328.64,Groceries,2023-09-23 03:42:48.230281,2023-09-23 03:42:48.230281,,False,roomspace_256,user_000768,EQUAL
sexp_00013357,Groceries,Walmart groceries,83.17,Groceries,2023-10-01 00:40:27.848533,2023-10-01 00:40:27.848533,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013358,Groceries,Whole Foods,79.57,Groceries,2023-10-08 15:08:54.074993,2023-10-08 15:08:54.074993,,False,roomspace_256,user_000768,PERCENTAGE
sexp_00013359,Groceries,Whole Foods,253.14,Groceries,2023-10-19 05:32:58.673983,2023-10-19 05:32:58.673983,,False,roomspace_256,user_000768,EQUAL
sexp_00013360,Groceries,Weekly groceries,204.96,Groceries,2023-10-27 21:45:43.485084,2023-10-27 21:45:43.485084,,False,roomspace_256,user_000768,EQUAL
sexp_00013361,Groceries,Local supermarket,169.35,Groceries,2023-11-04 09:46:53.808179,2023-11-04 09:46:53.808179,,False,roomspace_256,user_000768,EQUAL
sexp_00013362,Groceries,Target groceries,147.6,Groceries,2023-11-12 04:11:04.583572,2023-11-12 04:11:04.583572,,False,roomspace_256,user_000768,EXACT
sexp_00013363,Groceries,Target groceries,211.77,Groceries,2023-11-21 19:59:50.333314,2023-11-21 19:59:50.333314,,False,roomspace_256,user_000768,EQUAL
sexp_00013364,Groceries,Costco shopping,247.95,Groceries,2023-12-01 06:23:17.941600,2023-12-01 06:23:17.941600,,False,roomspace_256,user_000768,EQUAL
sexp_00013365,Groceries,Local supermarket,121.52,Groceries,2023-12-09 04:54:03.051763,2023-12-09 04:54:03.051763,,False,roomspace_256,user_000768,EQUAL
sexp_00013366,Groceries,Walmart groceries,101.08,Groceries,2023-12-17 17:41:42.644922,2023-12-17 17:41:42.644922,,False,roomspace_256,user_000768,EQUAL
sexp_00013367,Groceries,Target groceries,201.79,Groceries,2023-12-27 22:08:42.222211,2023-12-27 22:08:42.222211,,False,roomspace_256,user_000768,EQUAL
sexp_00013368,Household Items,Paper towels,62.45,Household Items,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_256,user_000768,EQUAL
sexp_00013369,Household Items,Laundry detergent,49.29,Household Items,2023-12-15 17:31:53.356539,2023-12-15 17:31:53.356539,,False,roomspace_256,user_000768,EQUAL
sexp_00013370,Rent,Monthly rent,920.9,Rent,2023-01-01 00:00:00.000000,2023-01-01 00:00:00.000000,,False,roomspace_258,user_000775,EQUAL
sexp_00013371,Rent,Apartment rent,1491.34,Rent,2023-02-06 17:04:53.654146,2023-02-06 17:04:53.654146,,False,roomspace_258,user_000775,EQUAL
sexp_00013372,Rent,Apartment rent,1014.25,Rent,2023-03-10 18:18:42.858951,2023-03-10 18:18:42.858951,,False,roomspace_258,user_000775,PERCENTAGE
sexp_00013373,Rent,Monthly rent,785.08,Rent,2023-04-13 01:55:21.657894,2023-04-13 01:55:21.657894,,False,roomspace_258,user_000775,EQUAL
sexp_00013374,Rent,Apartment rent,863.11,Rent,2023-05-09 09:23:46.666120,2023-05-09 09:23:46.666120,,False,roomspace_258,user_000775,EQUAL
sexp_00013375,Rent,Apartment rent,1463.19,Rent,2023-06-17 15:29:35.422500,2023-06-17 15:29:35.422500,,False,roomspace_258,user_000775,EQUAL
sexp_00013376,Rent,[UNUSUAL] Monthly rent,6483.34,Rent,2023-07-18 17:49:33.971006,2023-07-18 17:49:33.971006,,True,roomspace_258,user_000775,PERCENTAGE
sexp_00013377,Rent,Apartment rent,795.8,Rent,2023-08-26 07:00:52.156064,2023-08-26 07:00:52.156064,,False,roomspace_258,user_000775,PERCENTAGE
sexp_00013378,Rent,Apartment rent,1051.1,Rent,2023-09-30 12:59:35.198028,2023-09-30 12:59:35.198028,,False,roomspace_258,user_000775,EQUAL
sexp_00013379,Rent,Monthly rent,1146.12,Rent,2023-11-06 00:14:51.244705,2023-11-06 00:14:51.244705,,False,roomspace_258,user_000775,PERCENTAGE
